Date,Value,Mode,Metric,Year,Month,Quarter,Month_Name
2021-01-01,805.0,Staten Island Railway,Total Estimated Ridership,2021,1,Q1,January
2021-01-02,1194.0,Staten Island Railway,Total Estimated Ridership,2021,1,Q1,January
2021-01-03,728.0,Staten Island Railway,Total Estimated Ridership,2021,1,Q1,January
2021-01-04,3260.0,Staten Island Railway,Total Estimated Ridership,2021,1,Q1,January
2021-01-05,3392.0,Staten Island Railway,Total Estimated Ridership,2021,1,Q1,January
2021-01-06,3260.0,Staten Island Railway,Total Estimated Ridership,2021,1,Q1,January
2021-01-07,3149.0,Staten Island Railway,Total Estimated Ridership,2021,1,Q1,January
2021-01-08,3017.0,Staten Island Railway,Total Estimated Ridership,2021,1,Q1,January
2021-01-09,806.0,Staten Island Railway,Total Estimated Ridership,2021,1,Q1,January
2021-01-10,593.0,Staten Island Railway,Total Estimated Ridership,2021,1,Q1,January
2021-01-11,3123.0,Staten Island Railway,Total Estimated Ridership,2021,1,Q1,January
2021-01-12,3297.0,Staten Island Railway,Total Estimated Ridership,2021,1,Q1,January
2021-01-13,3160.0,Staten Island Railway,Total Estimated Ridership,2021,1,Q1,January
2021-01-14,3234.0,Staten Island Railway,Total Estimated Ridership,2021,1,Q1,January
2021-01-15,2978.0,Staten Island Railway,Total Estimated Ridership,2021,1,Q1,January
2021-01-16,1099.0,Staten Island Railway,Total Estimated Ridership,2021,1,Q1,January
2021-01-17,910.0,Staten Island Railway,Total Estimated Ridership,2021,1,Q1,January
2021-01-18,2141.0,Staten Island Railway,Total Estimated Ridership,2021,1,Q1,January
2021-01-19,3328.0,Staten Island Railway,Total Estimated Ridership,2021,1,Q1,January
2021-01-20,2963.0,Staten Island Railway,Total Estimated Ridership,2021,1,Q1,January
2021-01-21,3258.0,Staten Island Railway,Total Estimated Ridership,2021,1,Q1,January
2021-01-22,3174.0,Staten Island Railway,Total Estimated Ridership,2021,1,Q1,January
2021-01-23,1114.0,Staten Island Railway,Total Estimated Ridership,2021,1,Q1,January
2021-01-24,821.0,Staten Island Railway,Total Estimated Ridership,2021,1,Q1,January
2021-01-25,3226.0,Staten Island Railway,Total Estimated Ridership,2021,1,Q1,January
2021-01-26,2965.0,Staten Island Railway,Total Estimated Ridership,2021,1,Q1,January
2021-01-27,3098.0,Staten Island Railway,Total Estimated Ridership,2021,1,Q1,January
2021-01-28,3208.0,Staten Island Railway,Total Estimated Ridership,2021,1,Q1,January
2021-01-29,2646.0,Staten Island Railway,Total Estimated Ridership,2021,1,Q1,January
2021-01-30,811.0,Staten Island Railway,Total Estimated Ridership,2021,1,Q1,January
2021-01-31,620.0,Staten Island Railway,Total Estimated Ridership,2021,1,Q1,January
2021-02-01,954.0,Staten Island Railway,Total Estimated Ridership,2021,2,Q1,February
2021-02-02,1517.0,Staten Island Railway,Total Estimated Ridership,2021,2,Q1,February
2021-02-03,3057.0,Staten Island Railway,Total Estimated Ridership,2021,2,Q1,February
2021-02-04,3381.0,Staten Island Railway,Total Estimated Ridership,2021,2,Q1,February
2021-02-05,3115.0,Staten Island Railway,Total Estimated Ridership,2021,2,Q1,February
2021-02-06,1280.0,Staten Island Railway,Total Estimated Ridership,2021,2,Q1,February
2021-02-07,736.0,Staten Island Railway,Total Estimated Ridership,2021,2,Q1,February
2021-02-08,3075.0,Staten Island Railway,Total Estimated Ridership,2021,2,Q1,February
2021-02-09,3123.0,Staten Island Railway,Total Estimated Ridership,2021,2,Q1,February
2021-02-10,3284.0,Staten Island Railway,Total Estimated Ridership,2021,2,Q1,February
2021-02-11,3148.0,Staten Island Railway,Total Estimated Ridership,2021,2,Q1,February
2021-02-12,2823.0,Staten Island Railway,Total Estimated Ridership,2021,2,Q1,February
2021-02-13,1198.0,Staten Island Railway,Total Estimated Ridership,2021,2,Q1,February
2021-02-14,863.0,Staten Island Railway,Total Estimated Ridership,2021,2,Q1,February
2021-02-15,1764.0,Staten Island Railway,Total Estimated Ridership,2021,2,Q1,February
2021-02-16,3211.0,Staten Island Railway,Total Estimated Ridership,2021,2,Q1,February
2021-02-17,3349.0,Staten Island Railway,Total Estimated Ridership,2021,2,Q1,February
2021-02-18,2521.0,Staten Island Railway,Total Estimated Ridership,2021,2,Q1,February
2021-02-19,2707.0,Staten Island Railway,Total Estimated Ridership,2021,2,Q1,February
2021-02-20,1381.0,Staten Island Railway,Total Estimated Ridership,2021,2,Q1,February
2021-02-21,956.0,Staten Island Railway,Total Estimated Ridership,2021,2,Q1,February
2021-02-22,3079.0,Staten Island Railway,Total Estimated Ridership,2021,2,Q1,February
2021-02-23,3406.0,Staten Island Railway,Total Estimated Ridership,2021,2,Q1,February
2021-02-24,3546.0,Staten Island Railway,Total Estimated Ridership,2021,2,Q1,February
2021-02-25,3543.0,Staten Island Railway,Total Estimated Ridership,2021,2,Q1,February
2021-02-26,3359.0,Staten Island Railway,Total Estimated Ridership,2021,2,Q1,February
2021-02-27,1324.0,Staten Island Railway,Total Estimated Ridership,2021,2,Q1,February
2021-02-28,972.0,Staten Island Railway,Total Estimated Ridership,2021,2,Q1,February
2021-03-01,3333.0,Staten Island Railway,Total Estimated Ridership,2021,3,Q1,March
2021-03-02,3472.0,Staten Island Railway,Total Estimated Ridership,2021,3,Q1,March
2021-03-03,3569.0,Staten Island Railway,Total Estimated Ridership,2021,3,Q1,March
2021-03-04,3456.0,Staten Island Railway,Total Estimated Ridership,2021,3,Q1,March
2021-03-05,3270.0,Staten Island Railway,Total Estimated Ridership,2021,3,Q1,March
2021-03-06,3.0,Staten Island Railway,Total Estimated Ridership,2021,3,Q1,March
2021-03-07,58.0,Staten Island Railway,Total Estimated Ridership,2021,3,Q1,March
2021-03-08,3344.0,Staten Island Railway,Total Estimated Ridership,2021,3,Q1,March
2021-03-09,3602.0,Staten Island Railway,Total Estimated Ridership,2021,3,Q1,March
2021-03-10,3625.0,Staten Island Railway,Total Estimated Ridership,2021,3,Q1,March
2021-03-11,3682.0,Staten Island Railway,Total Estimated Ridership,2021,3,Q1,March
2021-03-12,3507.0,Staten Island Railway,Total Estimated Ridership,2021,3,Q1,March
2021-03-13,0.0,Staten Island Railway,Total Estimated Ridership,2021,3,Q1,March
2021-03-14,0.0,Staten Island Railway,Total Estimated Ridership,2021,3,Q1,March
2021-03-15,3264.0,Staten Island Railway,Total Estimated Ridership,2021,3,Q1,March
2021-03-16,3394.0,Staten Island Railway,Total Estimated Ridership,2021,3,Q1,March
2021-03-17,3465.0,Staten Island Railway,Total Estimated Ridership,2021,3,Q1,March
2021-03-18,3283.0,Staten Island Railway,Total Estimated Ridership,2021,3,Q1,March
2021-03-19,3331.0,Staten Island Railway,Total Estimated Ridership,2021,3,Q1,March
2021-03-20,0.0,Staten Island Railway,Total Estimated Ridership,2021,3,Q1,March
2021-03-21,0.0,Staten Island Railway,Total Estimated Ridership,2021,3,Q1,March
2021-03-22,3646.0,Staten Island Railway,Total Estimated Ridership,2021,3,Q1,March
2021-03-23,3727.0,Staten Island Railway,Total Estimated Ridership,2021,3,Q1,March
2021-03-24,3578.0,Staten Island Railway,Total Estimated Ridership,2021,3,Q1,March
2021-03-25,3747.0,Staten Island Railway,Total Estimated Ridership,2021,3,Q1,March
2021-03-26,3536.0,Staten Island Railway,Total Estimated Ridership,2021,3,Q1,March
2021-03-27,0.0,Staten Island Railway,Total Estimated Ridership,2021,3,Q1,March
2021-03-28,0.0,Staten Island Railway,Total Estimated Ridership,2021,3,Q1,March
2021-03-29,3378.0,Staten Island Railway,Total Estimated Ridership,2021,3,Q1,March
2021-03-30,3806.0,Staten Island Railway,Total Estimated Ridership,2021,3,Q1,March
2021-03-31,3526.0,Staten Island Railway,Total Estimated Ridership,2021,3,Q1,March
2021-04-01,3434.0,Staten Island Railway,Total Estimated Ridership,2021,4,Q2,April
2021-04-02,3070.0,Staten Island Railway,Total Estimated Ridership,2021,4,Q2,April
2021-04-03,1503.0,Staten Island Railway,Total Estimated Ridership,2021,4,Q2,April
2021-04-04,1066.0,Staten Island Railway,Total Estimated Ridership,2021,4,Q2,April
2021-04-05,3431.0,Staten Island Railway,Total Estimated Ridership,2021,4,Q2,April
2021-04-06,3873.0,Staten Island Railway,Total Estimated Ridership,2021,4,Q2,April
2021-04-07,3809.0,Staten Island Railway,Total Estimated Ridership,2021,4,Q2,April
2021-04-08,3893.0,Staten Island Railway,Total Estimated Ridership,2021,4,Q2,April
2021-04-09,3686.0,Staten Island Railway,Total Estimated Ridership,2021,4,Q2,April
2021-04-10,1500.0,Staten Island Railway,Total Estimated Ridership,2021,4,Q2,April
2021-04-11,1020.0,Staten Island Railway,Total Estimated Ridership,2021,4,Q2,April
2021-04-12,3418.0,Staten Island Railway,Total Estimated Ridership,2021,4,Q2,April
2021-04-13,3877.0,Staten Island Railway,Total Estimated Ridership,2021,4,Q2,April
2021-04-14,3810.0,Staten Island Railway,Total Estimated Ridership,2021,4,Q2,April
2021-04-15,3593.0,Staten Island Railway,Total Estimated Ridership,2021,4,Q2,April
2021-04-16,3591.0,Staten Island Railway,Total Estimated Ridership,2021,4,Q2,April
2021-04-17,0.0,Staten Island Railway,Total Estimated Ridership,2021,4,Q2,April
2021-04-18,0.0,Staten Island Railway,Total Estimated Ridership,2021,4,Q2,April
2021-04-19,3634.0,Staten Island Railway,Total Estimated Ridership,2021,4,Q2,April
2021-04-20,4135.0,Staten Island Railway,Total Estimated Ridership,2021,4,Q2,April
2021-04-21,3788.0,Staten Island Railway,Total Estimated Ridership,2021,4,Q2,April
2021-04-22,3837.0,Staten Island Railway,Total Estimated Ridership,2021,4,Q2,April
2021-04-23,3737.0,Staten Island Railway,Total Estimated Ridership,2021,4,Q2,April
2021-04-24,0.0,Staten Island Railway,Total Estimated Ridership,2021,4,Q2,April
2021-04-25,0.0,Staten Island Railway,Total Estimated Ridership,2021,4,Q2,April
2021-04-26,3761.0,Staten Island Railway,Total Estimated Ridership,2021,4,Q2,April
2021-04-27,4020.0,Staten Island Railway,Total Estimated Ridership,2021,4,Q2,April
2021-04-28,4027.0,Staten Island Railway,Total Estimated Ridership,2021,4,Q2,April
2021-04-29,3881.0,Staten Island Railway,Total Estimated Ridership,2021,4,Q2,April
2021-04-30,3699.0,Staten Island Railway,Total Estimated Ridership,2021,4,Q2,April
2021-05-01,0.0,Staten Island Railway,Total Estimated Ridership,2021,5,Q2,May
2021-05-02,0.0,Staten Island Railway,Total Estimated Ridership,2021,5,Q2,May
2021-05-03,3744.0,Staten Island Railway,Total Estimated Ridership,2021,5,Q2,May
2021-05-04,4181.0,Staten Island Railway,Total Estimated Ridership,2021,5,Q2,May
2021-05-05,3851.0,Staten Island Railway,Total Estimated Ridership,2021,5,Q2,May
2021-05-06,4168.0,Staten Island Railway,Total Estimated Ridership,2021,5,Q2,May
2021-05-07,3827.0,Staten Island Railway,Total Estimated Ridership,2021,5,Q2,May
2021-05-08,0.0,Staten Island Railway,Total Estimated Ridership,2021,5,Q2,May
2021-05-09,856.0,Staten Island Railway,Total Estimated Ridership,2021,5,Q2,May
2021-05-10,3850.0,Staten Island Railway,Total Estimated Ridership,2021,5,Q2,May
2021-05-11,4227.0,Staten Island Railway,Total Estimated Ridership,2021,5,Q2,May
2021-05-12,4193.0,Staten Island Railway,Total Estimated Ridership,2021,5,Q2,May
2021-05-13,4112.0,Staten Island Railway,Total Estimated Ridership,2021,5,Q2,May
2021-05-14,3963.0,Staten Island Railway,Total Estimated Ridership,2021,5,Q2,May
2021-05-15,11.0,Staten Island Railway,Total Estimated Ridership,2021,5,Q2,May
2021-05-16,14.0,Staten Island Railway,Total Estimated Ridership,2021,5,Q2,May
2021-05-17,3990.0,Staten Island Railway,Total Estimated Ridership,2021,5,Q2,May
2021-05-18,4321.0,Staten Island Railway,Total Estimated Ridership,2021,5,Q2,May
2021-05-19,4367.0,Staten Island Railway,Total Estimated Ridership,2021,5,Q2,May
2021-05-20,4441.0,Staten Island Railway,Total Estimated Ridership,2021,5,Q2,May
2021-05-21,4264.0,Staten Island Railway,Total Estimated Ridership,2021,5,Q2,May
2021-05-22,1787.0,Staten Island Railway,Total Estimated Ridership,2021,5,Q2,May
2021-05-23,1358.0,Staten Island Railway,Total Estimated Ridership,2021,5,Q2,May
2021-05-24,4252.0,Staten Island Railway,Total Estimated Ridership,2021,5,Q2,May
2021-05-25,4683.0,Staten Island Railway,Total Estimated Ridership,2021,5,Q2,May
2021-05-26,4429.0,Staten Island Railway,Total Estimated Ridership,2021,5,Q2,May
2021-05-27,4619.0,Staten Island Railway,Total Estimated Ridership,2021,5,Q2,May
2021-05-28,4047.0,Staten Island Railway,Total Estimated Ridership,2021,5,Q2,May
2021-05-29,1332.0,Staten Island Railway,Total Estimated Ridership,2021,5,Q2,May
2021-05-30,956.0,Staten Island Railway,Total Estimated Ridership,2021,5,Q2,May
2021-05-31,1651.0,Staten Island Railway,Total Estimated Ridership,2021,5,Q2,May
2021-06-01,4705.0,Staten Island Railway,Total Estimated Ridership,2021,6,Q2,June
2021-06-02,4772.0,Staten Island Railway,Total Estimated Ridership,2021,6,Q2,June
2021-06-03,4419.0,Staten Island Railway,Total Estimated Ridership,2021,6,Q2,June
2021-06-04,4308.0,Staten Island Railway,Total Estimated Ridership,2021,6,Q2,June
2021-06-05,0.0,Staten Island Railway,Total Estimated Ridership,2021,6,Q2,June
2021-06-06,0.0,Staten Island Railway,Total Estimated Ridership,2021,6,Q2,June
2021-06-07,4348.0,Staten Island Railway,Total Estimated Ridership,2021,6,Q2,June
2021-06-08,4561.0,Staten Island Railway,Total Estimated Ridership,2021,6,Q2,June
2021-06-09,4586.0,Staten Island Railway,Total Estimated Ridership,2021,6,Q2,June
2021-06-10,4801.0,Staten Island Railway,Total Estimated Ridership,2021,6,Q2,June
2021-06-11,4371.0,Staten Island Railway,Total Estimated Ridership,2021,6,Q2,June
2021-06-12,0.0,Staten Island Railway,Total Estimated Ridership,2021,6,Q2,June
2021-06-13,0.0,Staten Island Railway,Total Estimated Ridership,2021,6,Q2,June
2021-06-14,4205.0,Staten Island Railway,Total Estimated Ridership,2021,6,Q2,June
2021-06-15,4925.0,Staten Island Railway,Total Estimated Ridership,2021,6,Q2,June
2021-06-16,4745.0,Staten Island Railway,Total Estimated Ridership,2021,6,Q2,June
2021-06-17,4989.0,Staten Island Railway,Total Estimated Ridership,2021,6,Q2,June
2021-06-18,4549.0,Staten Island Railway,Total Estimated Ridership,2021,6,Q2,June
2021-06-19,0.0,Staten Island Railway,Total Estimated Ridership,2021,6,Q2,June
2021-06-20,0.0,Staten Island Railway,Total Estimated Ridership,2021,6,Q2,June
2021-06-21,4601.0,Staten Island Railway,Total Estimated Ridership,2021,6,Q2,June
2021-06-22,4648.0,Staten Island Railway,Total Estimated Ridership,2021,6,Q2,June
2021-06-23,5027.0,Staten Island Railway,Total Estimated Ridership,2021,6,Q2,June
2021-06-24,5045.0,Staten Island Railway,Total Estimated Ridership,2021,6,Q2,June
2021-06-25,4712.0,Staten Island Railway,Total Estimated Ridership,2021,6,Q2,June
2021-06-26,1682.0,Staten Island Railway,Total Estimated Ridership,2021,6,Q2,June
2021-06-27,1436.0,Staten Island Railway,Total Estimated Ridership,2021,6,Q2,June
2021-06-28,4564.0,Staten Island Railway,Total Estimated Ridership,2021,6,Q2,June
2021-06-29,4717.0,Staten Island Railway,Total Estimated Ridership,2021,6,Q2,June
2021-06-30,4476.0,Staten Island Railway,Total Estimated Ridership,2021,6,Q2,June
2021-07-01,4598.0,Staten Island Railway,Total Estimated Ridership,2021,7,Q3,July
2021-07-02,4258.0,Staten Island Railway,Total Estimated Ridership,2021,7,Q3,July
2021-07-03,1768.0,Staten Island Railway,Total Estimated Ridership,2021,7,Q3,July
2021-07-04,1815.0,Staten Island Railway,Total Estimated Ridership,2021,7,Q3,July
2021-07-05,2005.0,Staten Island Railway,Total Estimated Ridership,2021,7,Q3,July
2021-07-06,4690.0,Staten Island Railway,Total Estimated Ridership,2021,7,Q3,July
2021-07-07,5028.0,Staten Island Railway,Total Estimated Ridership,2021,7,Q3,July
2021-07-08,4785.0,Staten Island Railway,Total Estimated Ridership,2021,7,Q3,July
2021-07-09,4325.0,Staten Island Railway,Total Estimated Ridership,2021,7,Q3,July
2021-07-10,2204.0,Staten Island Railway,Total Estimated Ridership,2021,7,Q3,July
2021-07-11,1549.0,Staten Island Railway,Total Estimated Ridership,2021,7,Q3,July
2021-07-12,4563.0,Staten Island Railway,Total Estimated Ridership,2021,7,Q3,July
2021-07-13,5117.0,Staten Island Railway,Total Estimated Ridership,2021,7,Q3,July
2021-07-14,5018.0,Staten Island Railway,Total Estimated Ridership,2021,7,Q3,July
2021-07-15,5209.0,Staten Island Railway,Total Estimated Ridership,2021,7,Q3,July
2021-07-16,4626.0,Staten Island Railway,Total Estimated Ridership,2021,7,Q3,July
2021-07-17,0.0,Staten Island Railway,Total Estimated Ridership,2021,7,Q3,July
2021-07-18,0.0,Staten Island Railway,Total Estimated Ridership,2021,7,Q3,July
2021-07-19,4717.0,Staten Island Railway,Total Estimated Ridership,2021,7,Q3,July
2021-07-20,5015.0,Staten Island Railway,Total Estimated Ridership,2021,7,Q3,July
2021-07-21,4934.0,Staten Island Railway,Total Estimated Ridership,2021,7,Q3,July
2021-07-22,5187.0,Staten Island Railway,Total Estimated Ridership,2021,7,Q3,July
2021-07-23,4713.0,Staten Island Railway,Total Estimated Ridership,2021,7,Q3,July
2021-07-24,0.0,Staten Island Railway,Total Estimated Ridership,2021,7,Q3,July
2021-07-25,0.0,Staten Island Railway,Total Estimated Ridership,2021,7,Q3,July
2021-07-26,4714.0,Staten Island Railway,Total Estimated Ridership,2021,7,Q3,July
2021-07-27,5132.0,Staten Island Railway,Total Estimated Ridership,2021,7,Q3,July
2021-07-28,5004.0,Staten Island Railway,Total Estimated Ridership,2021,7,Q3,July
2021-07-29,4743.0,Staten Island Railway,Total Estimated Ridership,2021,7,Q3,July
2021-07-30,4812.0,Staten Island Railway,Total Estimated Ridership,2021,7,Q3,July
2021-07-31,0.0,Staten Island Railway,Total Estimated Ridership,2021,7,Q3,July
2021-08-01,0.0,Staten Island Railway,Total Estimated Ridership,2021,8,Q3,August
2021-08-02,4799.0,Staten Island Railway,Total Estimated Ridership,2021,8,Q3,August
2021-08-03,5262.0,Staten Island Railway,Total Estimated Ridership,2021,8,Q3,August
2021-08-04,5016.0,Staten Island Railway,Total Estimated Ridership,2021,8,Q3,August
2021-08-05,5097.0,Staten Island Railway,Total Estimated Ridership,2021,8,Q3,August
2021-08-06,4500.0,Staten Island Railway,Total Estimated Ridership,2021,8,Q3,August
2021-08-07,0.0,Staten Island Railway,Total Estimated Ridership,2021,8,Q3,August
2021-08-08,0.0,Staten Island Railway,Total Estimated Ridership,2021,8,Q3,August
2021-08-09,4845.0,Staten Island Railway,Total Estimated Ridership,2021,8,Q3,August
2021-08-10,5037.0,Staten Island Railway,Total Estimated Ridership,2021,8,Q3,August
2021-08-11,4928.0,Staten Island Railway,Total Estimated Ridership,2021,8,Q3,August
2021-08-12,4764.0,Staten Island Railway,Total Estimated Ridership,2021,8,Q3,August
2021-08-13,4522.0,Staten Island Railway,Total Estimated Ridership,2021,8,Q3,August
2021-08-14,0.0,Staten Island Railway,Total Estimated Ridership,2021,8,Q3,August
2021-08-15,0.0,Staten Island Railway,Total Estimated Ridership,2021,8,Q3,August
2021-08-16,4769.0,Staten Island Railway,Total Estimated Ridership,2021,8,Q3,August
2021-08-17,5081.0,Staten Island Railway,Total Estimated Ridership,2021,8,Q3,August
2021-08-18,4878.0,Staten Island Railway,Total Estimated Ridership,2021,8,Q3,August
2021-08-19,4871.0,Staten Island Railway,Total Estimated Ridership,2021,8,Q3,August
2021-08-20,4590.0,Staten Island Railway,Total Estimated Ridership,2021,8,Q3,August
2021-08-21,1409.0,Staten Island Railway,Total Estimated Ridership,2021,8,Q3,August
2021-08-22,560.0,Staten Island Railway,Total Estimated Ridership,2021,8,Q3,August
2021-08-23,4062.0,Staten Island Railway,Total Estimated Ridership,2021,8,Q3,August
2021-08-24,5041.0,Staten Island Railway,Total Estimated Ridership,2021,8,Q3,August
2021-08-25,5165.0,Staten Island Railway,Total Estimated Ridership,2021,8,Q3,August
2021-08-26,4995.0,Staten Island Railway,Total Estimated Ridership,2021,8,Q3,August
2021-08-27,4392.0,Staten Island Railway,Total Estimated Ridership,2021,8,Q3,August
2021-08-28,1661.0,Staten Island Railway,Total Estimated Ridership,2021,8,Q3,August
2021-08-29,2076.0,Staten Island Railway,Total Estimated Ridership,2021,8,Q3,August
2021-08-30,4695.0,Staten Island Railway,Total Estimated Ridership,2021,8,Q3,August
2021-08-31,5390.0,Staten Island Railway,Total Estimated Ridership,2021,8,Q3,August
2021-09-01,4551.0,Staten Island Railway,Total Estimated Ridership,2021,9,Q3,September
2021-09-02,2620.0,Staten Island Railway,Total Estimated Ridership,2021,9,Q3,September
2021-09-03,4450.0,Staten Island Railway,Total Estimated Ridership,2021,9,Q3,September
2021-09-04,2104.0,Staten Island Railway,Total Estimated Ridership,2021,9,Q3,September
2021-09-05,1541.0,Staten Island Railway,Total Estimated Ridership,2021,9,Q3,September
2021-09-06,1966.0,Staten Island Railway,Total Estimated Ridership,2021,9,Q3,September
2021-09-07,4795.0,Staten Island Railway,Total Estimated Ridership,2021,9,Q3,September
2021-09-08,5228.0,Staten Island Railway,Total Estimated Ridership,2021,9,Q3,September
2021-09-09,5378.0,Staten Island Railway,Total Estimated Ridership,2021,9,Q3,September
2021-09-10,5377.0,Staten Island Railway,Total Estimated Ridership,2021,9,Q3,September
2021-09-11,2182.0,Staten Island Railway,Total Estimated Ridership,2021,9,Q3,September
2021-09-12,1679.0,Staten Island Railway,Total Estimated Ridership,2021,9,Q3,September
2021-09-13,6133.0,Staten Island Railway,Total Estimated Ridership,2021,9,Q3,September
2021-09-14,6672.0,Staten Island Railway,Total Estimated Ridership,2021,9,Q3,September
2021-09-15,6410.0,Staten Island Railway,Total Estimated Ridership,2021,9,Q3,September
2021-09-16,5308.0,Staten Island Railway,Total Estimated Ridership,2021,9,Q3,September
2021-09-17,6131.0,Staten Island Railway,Total Estimated Ridership,2021,9,Q3,September
2021-09-18,2582.0,Staten Island Railway,Total Estimated Ridership,2021,9,Q3,September
2021-09-19,1897.0,Staten Island Railway,Total Estimated Ridership,2021,9,Q3,September
2021-09-20,6548.0,Staten Island Railway,Total Estimated Ridership,2021,9,Q3,September
2021-09-21,6998.0,Staten Island Railway,Total Estimated Ridership,2021,9,Q3,September
2021-09-22,6812.0,Staten Island Railway,Total Estimated Ridership,2021,9,Q3,September
2021-09-23,6724.0,Staten Island Railway,Total Estimated Ridership,2021,9,Q3,September
2021-09-24,6294.0,Staten Island Railway,Total Estimated Ridership,2021,9,Q3,September
2021-09-25,2719.0,Staten Island Railway,Total Estimated Ridership,2021,9,Q3,September
2021-09-26,2238.0,Staten Island Railway,Total Estimated Ridership,2021,9,Q3,September
2021-09-27,6715.0,Staten Island Railway,Total Estimated Ridership,2021,9,Q3,September
2021-09-28,6827.0,Staten Island Railway,Total Estimated Ridership,2021,9,Q3,September
2021-09-29,6789.0,Staten Island Railway,Total Estimated Ridership,2021,9,Q3,September
2021-09-30,7104.0,Staten Island Railway,Total Estimated Ridership,2021,9,Q3,September
2021-10-01,6325.0,Staten Island Railway,Total Estimated Ridership,2021,10,Q4,October
2021-10-02,2562.0,Staten Island Railway,Total Estimated Ridership,2021,10,Q4,October
2021-10-03,1904.0,Staten Island Railway,Total Estimated Ridership,2021,10,Q4,October
2021-10-04,6591.0,Staten Island Railway,Total Estimated Ridership,2021,10,Q4,October
2021-10-05,7027.0,Staten Island Railway,Total Estimated Ridership,2021,10,Q4,October
2021-10-06,6972.0,Staten Island Railway,Total Estimated Ridership,2021,10,Q4,October
2021-10-07,7298.0,Staten Island Railway,Total Estimated Ridership,2021,10,Q4,October
2021-10-08,6660.0,Staten Island Railway,Total Estimated Ridership,2021,10,Q4,October
2021-10-09,47.0,Staten Island Railway,Total Estimated Ridership,2021,10,Q4,October
2021-10-10,166.0,Staten Island Railway,Total Estimated Ridership,2021,10,Q4,October
2021-10-11,3883.0,Staten Island Railway,Total Estimated Ridership,2021,10,Q4,October
2021-10-12,7292.0,Staten Island Railway,Total Estimated Ridership,2021,10,Q4,October
2021-10-13,7198.0,Staten Island Railway,Total Estimated Ridership,2021,10,Q4,October
2021-10-14,7386.0,Staten Island Railway,Total Estimated Ridership,2021,10,Q4,October
2021-10-15,6786.0,Staten Island Railway,Total Estimated Ridership,2021,10,Q4,October
2021-10-16,2369.0,Staten Island Railway,Total Estimated Ridership,2021,10,Q4,October
2021-10-17,1853.0,Staten Island Railway,Total Estimated Ridership,2021,10,Q4,October
2021-10-18,6810.0,Staten Island Railway,Total Estimated Ridership,2021,10,Q4,October
2021-10-19,7250.0,Staten Island Railway,Total Estimated Ridership,2021,10,Q4,October
2021-10-20,7148.0,Staten Island Railway,Total Estimated Ridership,2021,10,Q4,October
2021-10-21,7498.0,Staten Island Railway,Total Estimated Ridership,2021,10,Q4,October
2021-10-22,6297.0,Staten Island Railway,Total Estimated Ridership,2021,10,Q4,October
2021-10-23,2243.0,Staten Island Railway,Total Estimated Ridership,2021,10,Q4,October
2021-10-24,1908.0,Staten Island Railway,Total Estimated Ridership,2021,10,Q4,October
2021-10-25,7026.0,Staten Island Railway,Total Estimated Ridership,2021,10,Q4,October
2021-10-26,5278.0,Staten Island Railway,Total Estimated Ridership,2021,10,Q4,October
2021-10-27,7054.0,Staten Island Railway,Total Estimated Ridership,2021,10,Q4,October
2021-10-28,7605.0,Staten Island Railway,Total Estimated Ridership,2021,10,Q4,October
2021-10-29,6597.0,Staten Island Railway,Total Estimated Ridership,2021,10,Q4,October
2021-10-30,2177.0,Staten Island Railway,Total Estimated Ridership,2021,10,Q4,October
2021-10-31,1910.0,Staten Island Railway,Total Estimated Ridership,2021,10,Q4,October
2021-11-01,6783.0,Staten Island Railway,Total Estimated Ridership,2021,11,Q4,November
2021-11-02,5679.0,Staten Island Railway,Total Estimated Ridership,2021,11,Q4,November
2021-11-03,7371.0,Staten Island Railway,Total Estimated Ridership,2021,11,Q4,November
2021-11-04,7210.0,Staten Island Railway,Total Estimated Ridership,2021,11,Q4,November
2021-11-05,6769.0,Staten Island Railway,Total Estimated Ridership,2021,11,Q4,November
2021-11-06,2410.0,Staten Island Railway,Total Estimated Ridership,2021,11,Q4,November
2021-11-07,2978.0,Staten Island Railway,Total Estimated Ridership,2021,11,Q4,November
2021-11-08,6921.0,Staten Island Railway,Total Estimated Ridership,2021,11,Q4,November
2021-11-09,7677.0,Staten Island Railway,Total Estimated Ridership,2021,11,Q4,November
2021-11-10,7445.0,Staten Island Railway,Total Estimated Ridership,2021,11,Q4,November
2021-11-11,5493.0,Staten Island Railway,Total Estimated Ridership,2021,11,Q4,November
2021-11-12,6082.0,Staten Island Railway,Total Estimated Ridership,2021,11,Q4,November
2021-11-13,2286.0,Staten Island Railway,Total Estimated Ridership,2021,11,Q4,November
2021-11-14,1772.0,Staten Island Railway,Total Estimated Ridership,2021,11,Q4,November
2021-11-15,6792.0,Staten Island Railway,Total Estimated Ridership,2021,11,Q4,November
2021-11-16,7472.0,Staten Island Railway,Total Estimated Ridership,2021,11,Q4,November
2021-11-17,7453.0,Staten Island Railway,Total Estimated Ridership,2021,11,Q4,November
2021-11-18,7511.0,Staten Island Railway,Total Estimated Ridership,2021,11,Q4,November
2021-11-19,6842.0,Staten Island Railway,Total Estimated Ridership,2021,11,Q4,November
2021-11-20,2367.0,Staten Island Railway,Total Estimated Ridership,2021,11,Q4,November
2021-11-21,1827.0,Staten Island Railway,Total Estimated Ridership,2021,11,Q4,November
2021-11-22,6896.0,Staten Island Railway,Total Estimated Ridership,2021,11,Q4,November
